id,decisions,caseno,title,type,claimant,econsector,instrumentinvk1,instrumentinvk2,partiessub,respondent,rulesapplied,seatarbitration,status,subject
641,,ARB/02/13,Salini Costruttori S.p.A. and Italstrade S.p.A. v. Hashemite Kingdom of Jordan  (ICSID Case No. ARB/02/13),"",Salini Costruttori S.p.A. and Italstrade S.p.A.,"Water, Sanitation & Flood Protection",BIT Italy - Jordan 1996,"",,JOR,ICSID Convention - Arbitration Rules,"",Concluded,Dam construction project
633,,ARB/02/17,AES Corporation  v. Argentine Republic (ICSID Case No. ARB/02/17),"",AES Corporation,Electric Power & Other Energy,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Pending,Electricity generation and distribution operations
637,,ARB/02/15,"Ahmonseto, Inc. and others v. Arab Republic of Egypt  (ICSID Case No. ARB/02/15)","","Ahmonseto, Inc. and others",Other Industry,"BIT United States of America - Egypt,  Arab Republic of 1982","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Textile enterprise
630,,ARB/03/2,Camuzzi International S.A.  v. Argentine Republic (ICSID Case No. ARB/03/2),"",Camuzzi International S.A.,"Oil, Gas & Mining",BIT Argentina - Belgium-Luxembourg 1990,"",,ARG,ICSID Convention - Arbitration Rules,"",Pending,Gas supply and distribution enterprise
626,,ARB/03/4,"Industria Nacional de Alimentos, S.A. and Indalsa Perú, S.A. (formerly Empresas Lucchetti, S.A. and Lucchetti Perú, S.A.) v. Republic of Peru  (ICSID Case No. ARB/03/4)","","Industria Nacional de Alimentos, S.A. and Indalsa Perú, S.A. (formerly Empresas Lucchetti, S.A. and Lucchetti Perú, S.A.)",Other Industry,BIT Peru - Chile 2000,"",,PER,ICSID Convention - Arbitration Rules,"",Concluded,Pasta factory
625,,ARB/03/5,Metalpar S.A. and Buen Aire S.A. v. Argentine Republic (ICSID Case No. ARB/03/5),"",Metalpar S.A. and Buen Aire S.A.,Transportation,BIT Chile - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Motor vehicle enterprise
621,,ARB/03/8,Consortium Groupement L.E.S.I. - DIPENTA  v. People's Democratic Republic of Algeria  (ICSID Case No. ARB/03/8),"",Consortium Groupement L.E.S.I. - DIPENTA,"Water, Sanitation & Flood Protection",BIT Algeria - Italy 1991,"",,DZA,ICSID Convention - Arbitration Rules,"",Concluded,Construction of a dam
614,,ARB/03/11,Joy Mining Machinery Limited  v. Arab Republic of Egypt  (ICSID Case No. ARB/03/11),"",Joy Mining Machinery Limited,"Oil, Gas & Mining","BIT Egypt,  Arab Republic of - United Kingdom of Great Britain and Northern Ireland 1975","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Phosphate mining project
617,,ARB/03/9,Continental Casualty Company  v. Argentine Republic (ICSID Case No. ARB/03/9),"",Continental Casualty Company,Finance,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Insurance company
603,,ARB/03/16,ADC Affiliate Limited and ADC & ADMC Management Limited  v. Republic of Hungary  (ICSID Case No. ARB/03/16),"",ADC Affiliate Limited and ADC & ADMC Management Limited,Other Industry,BIT Cyprus - Hungary 1989,"",,Republic of Hungary,ICSID Convention - Arbitration Rules,"",Concluded,Airport project
609,,ARB/03/15,El Paso Energy International Company  v. Argentine Republic (ICSID Case No. ARB/03/15),"",El Paso Energy International Company,Electric Power & Other Energy,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Hydrocarbon and electricity concessions
600,,ARB/03/21,Enersis S.A. and others v. Argentine Republic (ICSID Case No. ARB/03/21),"",Enersis S.A. and others,Electric Power & Other Energy,BIT Chile - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Electricity distribution enterprise
597,,ARB/03/23,"EDF International S.A., SAUR International S.A. and León Participaciones Argentinas S.A.  v. Argentine Republic (ICSID Case No. ARB/03/23)","","EDF International S.A., SAUR International S.A. and León Participaciones Argentinas S.A.",Electric Power & Other Energy,"BIT France - Argentina 1991, BIT Argentina - Belgium-Luxembourg 1990","",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Electricity distribution enterprise
595,,ARB/03/24,Plama Consortium Limited  v. Republic of Bulgaria  (ICSID Case No. ARB/03/24),"",Plama Consortium Limited,"Oil, Gas & Mining","BIT Finland - Bulgaria 1997, BIT Cyprus - Bulgaria 1987",ECT (Energy Charter Treaty),,BGR,ICSID Convention - Arbitration Rules,"",Concluded,Oil refinery
586,,ARB/03/30,Azurix Corp.  v. Argentine Republic (ICSID Case No. ARB/03/30),"",Azurix Corp.,"Water, Sanitation & Flood Protection",BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Water and sewer services concession agreement
588,,ARB/03/28,Duke Energy International Peru Investments No. 1 Ltd.  v. Republic of Peru  (ICSID Case No. ARB/03/28),"",Duke Energy International Peru Investments No. 1 Ltd.,Electric Power & Other Energy,"",Contract,,PER,ICSID Convention - Arbitration Rules,"",Concluded,Power generation project
572,,ARB/04/6,OKO Pankki Oyj and others  v. Republic of Estonia  (ICSID Case No. ARB/04/6),"",OKO Pankki Oyj and others,Finance,"BIT Estonia - Germany 1992, BIT Estonia - Finland 1992","",,EST,ICSID Convention - Arbitration Rules,"",Concluded,Debt instruments
579,,ARB(AF)/04/1,"Corn Products International, Inc.  v. United Mexican States  (ICSID Case No. ARB(AF)/04/1)","","Corn Products International, Inc.",Other Industry,"",NAFTA (North American Free Trade Agreement),,MEX,ICSID Additional Facility - Arbitration Rules,"Toronto, Canada",Concluded,Soft drink sweetener production enterprise
571,,ARB/04/8,BP America Production Company and others  v. Argentine Republic (ICSID Case No. ARB/04/8),"",BP America Production Company and others,Electric Power & Other Energy,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Hydrocarbon concession and electricity generation project
570,,ARB/04/9,CIT Group Inc.  v. Argentine Republic (ICSID Case No. ARB/04/9),"",CIT Group Inc.,Finance,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Leasing enterprise
567,,ARB/04/10,Alstom Power Italia SpA and Alstom SpA  v. Republic of Mongolia  (ICSID Case No. ARB/04/10),"",Alstom Power Italia SpA and Alstom SpA,Electric Power & Other Energy,BIT Italy - Mongolia 1993,ECT (Energy Charter Treaty),,Republic of Mongolia,ICSID Convention - Arbitration Rules,"",Concluded,Thermal energy station project
564,,ARB/04/13,Jan de Nul N.V. and Dredging International N.V.  v. Arab Republic of Egypt  (ICSID Case No. ARB/04/13),"",Jan de Nul N.V. and Dredging International N.V.,Transportation,"BIT Egypt,  Arab Republic of - Belgium-Luxembourg 1977, BIT Egypt,  Arab Republic of - Belgium-Luxembourg 1999","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Dredging project
559,,ARB/04/16,Mobil Exploration and Development Inc. Suc. Argentina and Mobil Argentina S.A. v. Argentine Republic (ICSID Case No. ARB/04/16),"",Mobil Exploration and Development Inc. Suc. Argentina and Mobil Argentina S.A.,"Oil, Gas & Mining",BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Pending,Gas production concessions
550,,ARB/04/19,Duke Energy Electroquil Partners and Electroquil S.A.  v. Republic of Ecuador  (ICSID Case No. ARB/04/19),"",Duke Energy Electroquil Partners and Electroquil S.A.,Electric Power & Other Energy,BIT Ecuador - United States of America 1993,Contract,,ECU,ICSID Convention - Arbitration Rules,"",Concluded,Power generation facilities
542,,ARB/05/4,I&I Beheer B.V.  v. Bolivarian Republic of Venezuela  (ICSID Case No. ARB/05/4),"",I&I Beheer B.V.,Finance,"BIT Netherlands - Venezuela,  Republica Bolivariana de 1991",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,"",Concluded,Debt instruments
544,,ARB/05/2,Compañía General de Electricidad S.A. and CGE Argentina S.A.  v. Argentine Republic  (ICSID Case No. ARB/05/2),"",Compañía General de Electricidad S.A. and CGE Argentina S.A.,Other Industry,BIT Chile - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Electricity distribution concessions
543,,ARB/05/3,"LESI, S.p.A. and Astaldi, S.p.A.  v. People's Democratic Republic of Algeria (ICSID Case No. ARB/05/3)","","LESI, S.p.A. and Astaldi, S.p.A.","Water, Sanitation & Flood Protection",BIT Algeria - Italy 1991,"",,DZA,ICSID Convention - Arbitration Rules,"",Concluded,Construction of a dam
536,,ARB/05/9,"Empresa Eléctrica del Ecuador, Inc. (EMELEC)  v. Republic of Ecuador  (ICSID Case No. ARB/05/9)","","Empresa Eléctrica del Ecuador, Inc. (EMELEC)",Electric Power & Other Energy,BIT Ecuador - United States of America 1993,"",,ECU,ICSID Convention - Arbitration Rules,"",Concluded,Electricity enterprise
533,,ARB/05/11,Asset Recovery Trust S.A.  v. Argentine Republic  (ICSID Case No. ARB/05/11),"",Asset Recovery Trust S.A.,Finance,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Collection contract
525,,ARB(AF)/05/2,"Cargill, Incorporated  v. United Mexican States  (ICSID Case No. ARB(AF)/05/2)","","Cargill, Incorporated",Other Industry,"",NAFTA (North American Free Trade Agreement),,MEX,ICSID Additional Facility - Arbitration Rules,"Toronto, Canada",Concluded,Soft drink sweetener production enterprise
513,,ARB/05/22,Biwater Gauff (Tanzania) Limited v. United Republic of Tanzania (ICSID Case No. ARB/05/22),"",Biwater Gauff (Tanzania) Limited,"Water, Sanitation & Flood Protection",BIT United Kingdom of Great Britain and Northern Ireland - Tanzania 1994,Investment Law - TANZANIA (1997),,TZA,ICSID Convention - Arbitration Rules,"",Concluded,Water and sewer services concession agreement
514,,ARB/05/21,"African Holding Company of America, Inc. and Société Africaine de Construction au Congo S.A.R.L.  v. Democratic Republic of the Congo  (ICSID Case No. ARB/05/21)","","African Holding Company of America, Inc. and Société Africaine de Construction au Congo S.A.R.L.",Construction,BIT Zaire - United States of America 1984,"",,Democratic Republic of the Congo,ICSID Convention - Arbitration Rules,"",Concluded,Construction contracts
517,,ARB/05/19,Helnan International Hotels A/S  v. Arab Republic of Egypt  (ICSID Case No. ARB/05/19),"",Helnan International Hotels A/S,Tourism,"BIT Denmark - Egypt,  Arab Republic of 1999","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Hotel lease and development agreements
519,,ARB/05/18,Ioannis Kardassopoulos  v. Georgia (ICSID Case No. ARB/05/18),"",Ioannis Kardassopoulos,"Oil, Gas & Mining",BIT Greece - Georgia 1994,ECT (Energy Charter Treaty),,GEO,ICSID Convention - Arbitration Rules,"",Concluded,Oil and gas distribution enterprise
511,,ARB/05/23,Ares International S.r.l. and MetalGeo S.r.l. v. Georgia (ICSID Case No. ARB/05/23),"",Ares International S.r.l. and MetalGeo S.r.l.,Other Industry,BIT Georgia - Italy 1997,"",,GEO,ICSID Convention - Arbitration Rules,"",Concluded,Steel industry project
509,,ARB/06/1,Spyridon Roussalis  v. Romania (ICSID Case No. ARB/06/1),"",Spyridon Roussalis,Services & Trade,BIT Greece - Romania 1997,"",,ROU,ICSID Convention - Arbitration Rules,"",Concluded,Food trading company
510,,ARB/05/24,Hrvatska Elektroprivreda d.d.  v. Republic of Slovenia  (ICSID Case No. ARB/05/24),"",Hrvatska Elektroprivreda d.d.,Electric Power & Other Energy,"","Contract, ECT (Energy Charter Treaty)",,SVN,ICSID Convention - Arbitration Rules,"",Concluded,Nuclear power plant
506,,ARB/06/3,The Rompetrol Group N.V.  v. Romania (ICSID Case No. ARB/06/3),"",The Rompetrol Group N.V.,"Oil, Gas & Mining",BIT Romania - Netherlands 1994,"",,ROU,ICSID Convention - Arbitration Rules,"",Concluded,Oil refinery
502,,ARB/06/6,Rail World LLC and others v. Republic of Estonia  (ICSID Case No. ARB/06/6),"",Rail World LLC and others,Transportation,"BIT Netherlands - Estonia 1992, BIT United States of America - Estonia 1994","",,EST,ICSID Convention - Arbitration Rules,"",Concluded,Railroad enterprise
491,,ARB/06/13,"Aguaytia Energy, LLC  v. Republic of Peru  (ICSID Case No. ARB/06/13)","","Aguaytia Energy, LLC",Electric Power & Other Energy,"",Contract,,PER,ICSID Convention - Arbitration Rules,"",Concluded,Electricity generation and transmission
495,,ARB/06/10,"Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd. v. People's Republic of Bangladesh (ICSID Case No. ARB/06/10)","","Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd.","Oil, Gas & Mining","",Contract,,BGD,ICSID Convention - Arbitration Rules,"",Concluded,"Exploration, development, and production of natural gas"
488,,ARB/06/16,Barmek Holding A.S. v. Republic of Azerbaijan  (ICSID Case No. ARB/06/16),"",Barmek Holding A.S.,Electric Power & Other Energy,BIT Turkey - Azerbaijan 1994,Contract,,AZE,ICSID Convention - Arbitration Rules,"",Concluded,Electricity concession
489,,ARB/06/15,"Azpetrol International Holdings B.V., Azpetrol Group B.V. and Azpetrol Oil Services Group B.V. v. Republic of Azerbaijan  (ICSID Case No. ARB/06/15)","","Azpetrol International Holdings B.V., Azpetrol Group B.V. and Azpetrol Oil Services Group B.V.","Oil, Gas & Mining","",ECT (Energy Charter Treaty),,AZE,ICSID Convention - Arbitration Rules,"",Concluded,"Oil and gas distribution, trade, storage and transportation enterprise"
484,,ARB/06/18,Joseph C. Lemire  v. Ukraine (ICSID Case No. ARB/06/18),"",Joseph C. Lemire,Information & Communication,BIT Ukraine - United States of America 1994,Contract,,UKR,ICSID Convention - Arbitration Rules,"",Concluded,Radio broadcasting enterprise
475,,ARB/07/2,RSM Production Corporation  v. Central African Republic  (ICSID Case No. ARB/07/2),"",RSM Production Corporation,"Oil, Gas & Mining","",Contract,,CAF,ICSID Convention - Arbitration Rules,"",Concluded,Petroleum exploration and exploitation contract
473,,ARB/07/4,Eni Dación B.V.  v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/07/4),"",Eni Dación B.V.,"Oil, Gas & Mining","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,"",Concluded,Hydrocarbon rights
474,,ARB/07/3,Government of the Province of East Kalimantan v. PT Kaltim Prima Coal and others  (ICSID Case No. ARB/07/3),"",Government of the Province of East Kalimantan,"Oil, Gas & Mining","",Contract,,PT Kaltim Prima Coal and others,ICSID Convention - Arbitration Rules,"",Concluded,Coal mining contract
466,,ARB/07/8,Giovanni Alemanni and others v. Argentine Republic (ICSID Case No. ARB/07/8),"",Giovanni Alemanni and others,"",BIT Argentina - Italy 1990,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Debt instruments
461,,ARB/07/12,Toto Costruzioni Generali S.p.A.  v. Republic of Lebanon  (ICSID Case No. ARB/07/12),"",Toto Costruzioni Generali S.p.A.,Transportation,BIT Lebanon - Italy 1997,"",,Republic of Lebanon,ICSID Convention - Arbitration Rules,"",Concluded,Highway construction contract
452,,ARB/07/18,Shell Nigeria Ultra Deep Limited  v. Federal Republic of Nigeria  (ICSID Case No. ARB/07/18),"",Shell Nigeria Ultra Deep Limited,"Oil, Gas & Mining",BIT Netherlands - Nigeria 1992,"",,NGA,ICSID Convention - Arbitration Rules,"",Concluded,Hydrocarbon concession
447,,ARB/07/22,AES Summit Generation Limited and AES-Tisza Erömü Kft. v. Hungary  (ICSID Case No. ARB/07/22),"",AES Summit Generation Limited and AES-Tisza Erömü Kft.,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,HUN,ICSID Convention - Arbitration Rules,"",Concluded,Electricity generation
442,,ARB/07/24,Gustav F W Hamester GmbH & Co KG v. Republic of Ghana (ICSID Case No. ARB/07/24),"",Gustav F W Hamester GmbH & Co KG,Other Industry,BIT Ghana - Germany 1995,"",,GHA,ICSID Convention - Arbitration Rules,"",Concluded,Cocoa production enterprise
433,,ARB/07/30,"ConocoPhillips Petrozuata B.V., ConocoPhillips Hamaca B.V. and ConocoPhillips Gulf of Paria B.V. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/07/30)","","ConocoPhillips Petrozuata B.V., ConocoPhillips Hamaca B.V. and ConocoPhillips Gulf of Paria B.V.","Oil, Gas & Mining","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,"",Pending,Oil and gas enterprise
429,,ARB/07/32,Astaldi S.p.A. v. Republic of Honduras (ICSID Case No. ARB/07/32),"",Astaldi S.p.A.,Transportation,"",Contract,,HND,ICSID Convention - Arbitration Rules,"",Concluded,Highway rehabilitation contract
428,,ARB(AF)/07/4,Mobil Investments Canada Inc. and Murphy Oil Corporation v. Canada (ICSID Case No. ARB(AF)/07/4),"",Mobil Investments Canada Inc. and Murphy Oil Corporation,"Oil, Gas & Mining","",NAFTA (North American Free Trade Agreement),,CAN,ICSID Additional Facility - Arbitration Rules,"Toronto, Canada",Concluded,Petroleum development projects
434,,ARB/07/29,SGS Société Générale de Surveillance S.A. v. Republic of Paraguay (ICSID Case No. ARB/07/29),"",SGS Société Générale de Surveillance S.A.,Services & Trade,BIT Switzerland - Paraguay 1992,"",,PRY,ICSID Convention - Arbitration Rules,"",Concluded,Service agreement
422,,ARB/08/3,"Brandes Investment Partners, LP v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/08/3)","","Brandes Investment Partners, LP",Information & Communication,"",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,"",Concluded,Telecommunication enterprise
416,,ARB/08/8,Inmaris Perestroika Sailing Maritime Services GmbH and others v. Ukraine (ICSID Case No. ARB/08/8),"",Inmaris Perestroika Sailing Maritime Services GmbH and others,Tourism,BIT Ukraine - Germany 1993,"",,UKR,ICSID Convention - Arbitration Rules,"",Concluded,Maritime operations
415,,ARB/08/9,Ambiente Ufficio S.p.A. and others v. Argentine Republic (ICSID Case No. ARB/08/9),"",Ambiente Ufficio S.p.A. and others,Finance,BIT Argentina - Italy 1990,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Debt instruments
409,,ARB/08/13,Alapli Elektrik B.V. v. Republic of Turkey (ICSID Case No. ARB/08/13),"",Alapli Elektrik B.V.,Electric Power & Other Energy,BIT Netherlands - Turkey 1986,ECT (Energy Charter Treaty),,TUR,ICSID Convention - Arbitration Rules,"",Concluded,Electricity concession
407,,ARB/08/15,CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/08/15),"",CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V.,Construction,"BIT Netherlands - Venezuela,  Republica Bolivariana de 1991",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,"",Concluded,Cement production enterprise
400,,ARB/08/19,Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company v. Georgia (ICSID Case No. ARB/08/19),"",Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company,Transportation,BIT Turkey - Georgia 1992,"",,GEO,ICSID Convention - Arbitration Rules,"",Concluded,Highway construction project
402,,ARB/08/18,Malicorp Limited v. Arab Republic of Egypt (ICSID Case No. ARB/08/18),"",Malicorp Limited,Transportation,"BIT Egypt,  Arab Republic of - United Kingdom of Great Britain and Northern Ireland 1975","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Airport construction project
393,,ARB/09/4,"Elsamex, S.A. v. Republic of Honduras (ICSID Case No. ARB/09/4)","","Elsamex, S.A.",Transportation,"",Contract,,HND,ICSID Convention - Arbitration Rules,"",Concluded,Highway construction project
391,,ARB/09/5,"Iberdrola Energía, S.A. v. Republic of Guatemala  (ICSID Case No. ARB/09/5)","","Iberdrola Energía, S.A.",Electric Power & Other Energy,BIT Spain - Guatemala 2002,"",,GTM,ICSID Convention - Arbitration Rules,"",Concluded,Electricity distribution concession
384,,ARB/09/10,"EVN AG v. Macedonia, former Yugoslav Republic of (ICSID Case No. ARB/09/10)","",EVN AG,Electric Power & Other Energy,"BIT Macedonia,  Former Yugoslav Republic of - Austria 2001",ECT (Energy Charter Treaty),,"Macedonia, former Yugoslav Republic of",ICSID Convention - Arbitration Rules,"",Concluded,Electricity distribution
387,,ARB/09/8,KT Asia Investment Group B.V. v. Republic of Kazakhstan (ICSID Case No. ARB/09/8),"",KT Asia Investment Group B.V.,Finance,BIT Netherlands - Kazakhstan 2002,"",,KAZ,ICSID Convention - Arbitration Rules,"",Concluded,Banking enterprise
379,,ARB/09/14,"Mærsk Olie, Algeriet A/S  v. People's Democratic Republic of Algeria (ICSID Case No. ARB/09/14)","","Mærsk Olie, Algeriet A/S","Oil, Gas & Mining",BIT Algeria - Denmark 1999,"",,DZA,ICSID Convention - Arbitration Rules,"",Concluded,Exploration and production of liquid hydrocarbons
376,,ARB/09/16,"Swisslion DOO Skopje v. Macedonia, former Yugoslav Republic of (ICSID Case No. ARB/09/16)","",Swisslion DOO Skopje,Other Industry,"BIT Switzerland - Macedonia,  Former Yugoslav Republic of 1996, BIT Macedonia,  Former Yugoslav Republic of - Serbia 1996","",,"Macedonia, former Yugoslav Republic of",ICSID Convention - Arbitration Rules,"",Concluded,Food products company
368,,ARB/09/20,Reinhard Hans Unglaube v. Republic of Costa Rica (ICSID Case No. ARB/09/20),"",Reinhard Hans Unglaube,Tourism,BIT Germany - Costa Rica 1994,"",,CRI,ICSID Convention - Arbitration Rules,"",Concluded,Tourism project
360,,ARB/10/2,Convial Callao S.A. and CCI - Compañía de Concesiones de Infraestructura S.A. v. Republic of Peru (ICSID Case No. ARB/10/2),"",Convial Callao S.A. and CCI - Compañía de Concesiones de Infraestructura S.A.,Transportation,BIT Peru - Argentina 1994,"",,PER,ICSID Convention - Arbitration Rules,"",Concluded,Highway construction project
365,,ARB/09/22,Itera International Energy LLC and Itera Group NV v. Georgia (ICSID Case No. ARB/09/22),"",Itera International Energy LLC and Itera Group NV,"Oil, Gas & Mining","BIT Georgia - Netherlands 1998, BIT United States of America - Georgia 1994","",,GEO,ICSID Convention - Arbitration Rules,"",Concluded,Gas distribution enterprise
353,,ARB/10/5,"Tidewater Investment SRL and Tidewater Caribe, C.A. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/10/5)","","Tidewater Investment SRL and Tidewater Caribe, C.A.",Services & Trade,"BIT Venezuela,  Republica Bolivariana de - Barbados 1994",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,"",Concluded,Maritime-support services
352,,ARB/10/6,RSM Production Corporation and others  v. Grenada  (ICSID Case No. ARB/10/6),"",RSM Production Corporation and others,"Oil, Gas & Mining",BIT United States of America - Grenada 1986,"",,GRD,ICSID Convention - Arbitration Rules,"",Concluded,Oil exploration contract
347,,ARB/10/10,Olyana Holdings LLC  v. Republic of Rwanda (ICSID Case No. ARB/10/10),"",Olyana Holdings LLC,"Agriculture, Fishing & Forestry","",Contract,,Republic of Rwanda,ICSID Convention - Arbitration Rules,"",Concluded,Tea company
344,,ARB/10/12,Standard Chartered Bank v. United Republic of Tanzania (ICSID Case No. ARB/10/12),"",Standard Chartered Bank,Electric Power & Other Energy,BIT United Kingdom of Great Britain and Northern Ireland - Tanzania 1994,"",,TZA,ICSID Convention - Arbitration Rules,"",Pending,Power purchase agreement
343,,ARB/10/13,"Hassan Awdi, Enterprise Business Consultants, Inc. and Alfa El Corporation v. Romania (ICSID Case No. ARB/10/13)","","Hassan Awdi, Enterprise Business Consultants, Inc. and Alfa El Corporation",Information & Communication,BIT Romania - United States of America 1992,"",,ROU,ICSID Convention - Arbitration Rules,"",Concluded,Press distribution and real estate
328,,ARB/10/22,Ömer Dede and Serdar Elhüseyni v. Romania  (ICSID Case No. ARB/10/22),"",Ömer Dede and Serdar Elhüseyni,Other Industry,BIT Turkey - Romania 1991,"",,ROU,ICSID Convention - Arbitration Rules,"",Concluded,Agricultural machinery and equipment enterprise
321,,ARB/10/24,İçkale İnşaat Limited Şirketi  v. Turkmenistan (ICSID Case No. ARB/10/24),"",İçkale İnşaat Limited Şirketi,Construction,BIT Turkmenistan - Turkey 1992,"",,TKM,ICSID Convention - Arbitration Rules,"",Concluded,Design and construction contracts
316,,ARB/11/2,Türkiye Petrolleri Anonim Ortaklığı  v. Republic of Kazakhstan  (ICSID Case No. ARB/11/2),"",Türkiye Petrolleri Anonim Ortaklığı,"Oil, Gas & Mining",BIT Turkey - Kazakhstan 1992,ECT (Energy Charter Treaty),,KAZ,ICSID Convention - Arbitration Rules,"",Concluded,Oil exploration and production joint venture
317,,ARB/11/1,Highbury International AVV and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/11/1),"",Highbury International AVV and Ramstein Trading Inc.,"Oil, Gas & Mining","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991",Investment Law - Venezuela (1999),,VEN,ICSID Convention - Arbitration Rules,"",Pending,Mining concession
315,,ARB/11/3,Accession Eastern Europe Capital AB and Mezzanine Management Sweden AB v. Republic of Bulgaria (ICSID Case No. ARB/11/3),"",Accession Eastern Europe Capital AB and Mezzanine Management Sweden AB,"Water, Sanitation & Flood Protection",BIT Sweden - Bulgaria 1994,"",,BGR,ICSID Convention - Arbitration Rules,"",Concluded,Waste management services
313,,ARB(AF)/11/1,Nova Scotia Power Incorporated v. Bolivarian Republic of Venezuela (ICSID Case No. ARB(AF)/11/1),"",Nova Scotia Power Incorporated,"Oil, Gas & Mining","BIT Canada - Venezuela,  Republica Bolivariana de 1996","",,VEN,ICSID Additional Facility - Arbitration Rules,"Paris, France",Concluded,Coal supply agreement
310,,ARB/11/6,Bawabet Al Kuwait Holding Company  v. Arab Republic of Egypt (ICSID Case No. ARB/11/6),"",Bawabet Al Kuwait Holding Company,Other Industry,"BIT Egypt,  Arab Republic of - Kuwait 2001","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Chemical products enterprise
312,,ARB/11/5,Longreef Investments A.V.V. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/11/5),"",Longreef Investments A.V.V.,"Agriculture, Fishing & Forestry","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991","",,VEN,ICSID Convention - Arbitration Rules,"",Pending,Coffee production facilities
311,,ARB(AF)/11/2,Crystallex International Corporation v. Bolivarian Republic of Venezuela (ICSID Case No. ARB(AF)/11/2),"",Crystallex International Corporation,"Oil, Gas & Mining","BIT Canada - Venezuela,  Republica Bolivariana de 1996","",,VEN,ICSID Additional Facility - Arbitration Rules,"Washington, D.C.",Concluded,Mining company
308,,ARB/11/8,Agility for Public Warehousing Company K.S.C. v. Islamic Republic of Pakistan (ICSID Case No. ARB/11/8),"",Agility for Public Warehousing Company K.S.C.,Services & Trade,BIT Kuwait - Pakistan 1983,"",,PAK,ICSID Convention - Arbitration Rules,"",Concluded,Customs clearance services
273,,ARB/11/31,"Gambrinus, Corp. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/11/31)","","Gambrinus, Corp.",Other Industry,"BIT Venezuela,  Republica Bolivariana de - Barbados 1994","",,VEN,ICSID Convention - Arbitration Rules,"",Pending,Fertilizer enterprise
269,,ARB/12/2,"Emmis International Holding, B.V., Emmis Radio Operating, B.V., and MEM Magyar Electronic Media Kereskedelmi és Szolgáltató Kft. v. Hungary  (ICSID Case No. ARB/12/2)","","Emmis International Holding, B.V., Emmis Radio Operating, B.V., and MEM Magyar Electronic Media Kereskedelmi és Szolgáltató Kft.",Information & Communication,"BIT Hungary - Switzerland 1988, BIT Netherlands - Hungary 1987","",,HUN,ICSID Convention - Arbitration Rules,"",Concluded,Radio broadcasting enterprises
